CD TYPE STATUT (statuts);CODE STATUT (statuts);LABEL STATUT (statuts);LB TYPE STATUT (statuts);CD NOM (statuts)
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6216
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6216
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6216
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248402
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249670
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434441
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;771007
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6550
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434468
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434468
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;53979
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;54843
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6713
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6713
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85536
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85798
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85904
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;121553
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;121553
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;121555
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;121959
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3582
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4198
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2616
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3726
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2508
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1991
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1998
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99482
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99482
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99488
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99488
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103627
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88942
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;464570
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434203
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105548
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;120135
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;310
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;106685
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;106807
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;81878
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;81878
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;81878
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;116109
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;717437
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;459627
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;459627
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2878
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2881
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3422
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;95239
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;95442
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;101202
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;97956
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115041
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;121792
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126159
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126159
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;86492
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105410
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249444
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248874
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434378
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434378
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115326
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;141406
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;610910
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;610910
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;82903
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;83058
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;83058
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65801
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65797
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;95927
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;95933
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;134086
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;116547
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;89852
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;113809
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;91120
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;91120
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;107085
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103987
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;79921
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;444441
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5464
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434378
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3896
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434203
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434209
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5870
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248577
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5120
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4958
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5514
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5514
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;223082
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;223082
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;91378
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;91823
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;92029
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6216
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6216
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6257
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;783399
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;959
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3165
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3158
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4289
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3053
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3798
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6747
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;84626
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;84626
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;66157
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128315
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128347
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128467
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128782
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;95239
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6294
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2776
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2600
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2584
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4494
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2873
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4503
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3465
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85536
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;86081
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88624
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;110313
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;34743
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;34869
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;42514
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88802
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;80243
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105159
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105239
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;81610
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6713
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5049
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5093
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;118521
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119556
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119691
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119805
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94259
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94289
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94572
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4013
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4013
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4198
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1958
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2530
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3336
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3352
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2767
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88632
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105427
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109506
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115305
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2486
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4488
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2709
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;239610
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;135276
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;127223
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88482
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;96226
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88942
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99721
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105266
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105273
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105407
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105407
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105441
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105441
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;107158
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;131757
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;131757
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5118
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;119952
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;140475
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;120260
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;120823
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;94945
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;95154
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;95154
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;66330
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;67765
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;69182
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;416658
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;248920
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249104
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249196
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249310
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249398
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249444
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;101220
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;101220
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;101220
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103185
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128970
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115228
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;123960
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;123960
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;112285
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;113639
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;113809
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;107224
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;115041
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;121792
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128394
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128394
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128394
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;10512
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;108345
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;108345
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;108703
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109095
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109095
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85079
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85083
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85083
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85152
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85152
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5348
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5348
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5494
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;120908
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;120908
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;95442
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249515
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249627
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249734
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249820
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;249820
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;310
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1958
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;1973
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;116405
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103862
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;610681
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;66077
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;128942
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;81570
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;87218
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88344
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88614
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5120
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6008
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4525
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4532
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3318
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;267
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;281
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;281
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;281
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;267
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;217554
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;217554
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109139
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109139
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109291
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109291
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85536
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;85904
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;112285
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5659
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6596
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;123485
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5046
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434441
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;6820
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4936
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126034
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126124
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126159
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126298
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;718790
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;126865
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105548
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;107397
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5386
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;79278
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;61281
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60716
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60731
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60360
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60418
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;60418
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;717138
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3053
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2989
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3448
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3136
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4184
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3603
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;95889
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;97963
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;23240
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;69016
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4415
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;12278
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;12282
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;12282
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;112746
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;112746
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88470
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88478
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88493
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88511
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;88578
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;123960
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;123960
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;124412
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;124412
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;134622
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;98977
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;99072
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3439
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4064
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3181
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;247063
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;53786
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;54339
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65145
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;65131
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5680
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434263
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;5356
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109139
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;109139
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;90836
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;627745
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2477
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3595
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;3811
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4338
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;4272
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;2530
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;434203
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;100149
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;100149
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;103364
ZDET;Vrai;Déterminante ZNIEFF;ZNIEFF Déterminantes;105410
